證券代碼,公司名稱,年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股),成交值(千元),報酬率％,週轉率％,流通在外股數(千股),市值(百萬元),最後揭示買價,最後揭示賣價,報酬率-Ln,市值比重％,成交值比重％,成交筆數(筆),本益比-TSE,本益比-TEJ,股價淨值比-TSE,股價淨值比-TEJ,漲跌停,股價營收比-TEJ,股利殖利率-TSE,現金股利率,股價漲跌(元),高低價差%,次日開盤參考價,次日漲停價,次日跌停價,注意股票(A),處置股票(D),全額交割(Y),市場別
1216,統一,20220103,66.0882,66.5685,65.6079,65.7039,4163,286300,-0.2915,0.0733,5682015,388650,68.4,68.5,-0.292,0.694,0.09,1578,19.35,20.2492,3.44,3.4498,,0.8372,3.95,3.9474,-0.2,1.4577,68.4,75.2,61.6,,,,TSE
2317,鴻海,20220103,94.7937,95.2473,93.433,93.433,22163,2301355,-0.9615,0.1599,13862991,1427888,103.0,103.5,-0.9662,2.549,0.725,14002,10.19,11.5826,1.08,1.074,,0.2336,3.86,3.8835,-1.0,1.9231,103.0,113.0,92.7,,,,TSE
2330,台積電,20220103,599.559,612.151,598.591,611.182,73703,46249716,2.6016,0.2842,25930380,16362070,630.0,631.0,2.5684,29.207,14.566,88508,29.95,28.5247,8.27,7.8815,,10.8304,1.51,1.664,16.0,2.2764,631.0,694.0,568.0,,,,TSE
2317,鴻海,20220104,94.3402,94.3402,93.433,93.8866,18460,1912476,0.4854,0.1332,13862991,1434820,103.5,104.0,0.4843,2.526,0.599,11989,10.19,11.6388,1.08,1.0792,,0.2347,3.86,3.8647,0.5,0.9709,103.5,113.5,93.2,,,,TSE
2330,台積電,20220104,624.742,635.397,623.774,635.397,90945,59188199,3.962,0.3507,25930380,17010330,656.0,657.0,3.8855,29.946,18.54,106409,29.68,29.6548,8.19,8.1937,,11.2595,1.52,1.6006,25.0,1.9017,656.0,721.0,591.0,,,,TSE
1216,統一,20220104,65.6079,66.0882,65.6079,66.0882,2731,187327,0.5848,0.0481,5682015,390923,68.6,68.8,0.5831,0.688,0.059,2025,19.49,20.3676,3.47,3.47,,0.8421,3.92,3.9244,0.4,0.731,68.8,75.6,62.0,,,,TSE
1216,統一,20220105,65.5118,66.1842,65.3197,66.1842,3788,259722,0.1453,0.0667,5682015,391491,68.8,68.9,0.1452,0.69,0.08,1936,19.52,20.3972,3.47,3.475,,0.8433,3.92,3.9187,0.1,1.3081,68.9,75.7,62.1,,,,TSE
2317,鴻海,20220105,94.3402,100.69,93.8866,98.8757,142927,15545527,5.314,1.031,13862991,1511066,108.5,109.0,5.1776,2.664,4.757,65457,10.73,12.2573,1.14,1.1366,,0.2472,3.67,3.6697,5.5,7.2464,109.0,119.5,98.1,,,,TSE
2330,台積電,20220105,647.989,647.989,625.711,629.586,72505,47582832,-0.9146,0.2796,25930380,16854747,649.0,650.0,-0.9188,29.714,14.56,64712,29.41,29.3836,8.12,8.1188,,11.1565,1.54,1.6154,-6.0,3.5061,650.0,715.0,585.0,,,,TSE
1216,統一,20220106,65.8961,65.9921,65.4158,65.7039,4000,273413,-0.7257,0.0704,5682015,388650,68.3,68.4,-0.7283,0.69,0.097,2679,19.38,20.2492,3.45,3.4498,,0.8372,3.95,3.9474,-0.5,0.8708,68.4,75.2,61.6,,,,TSE
2317,鴻海,20220106,97.9686,98.4222,96.1544,97.0615,49399,5297978,-1.8349,0.3563,13862991,1483340,106.5,107.0,-1.8519,2.634,1.87,26343,10.53,12.0324,1.12,1.1157,,0.2426,3.74,3.7383,-2.0,2.2936,107.0,117.5,96.3,,,,TSE
2330,台積電,20220106,617.962,625.711,616.025,623.774,57490,36817638,-0.9231,0.2217,25930380,16699165,643.0,644.0,-0.9274,29.651,12.994,53430,29.14,29.1124,8.04,8.0438,,11.0535,1.55,1.6304,-6.0,1.5385,644.0,708.0,580.0,,,,TSE
2317,鴻海,20220107,97.9686,98.4222,96.1544,96.6079,39268,4192632,-0.4673,0.2833,13862991,1476409,106.0,106.5,-0.4684,2.65,1.334,15864,10.48,11.9761,1.11,1.1105,,0.2415,3.76,3.7559,-0.5,2.3364,106.5,117.0,95.9,,,,TSE
2330,台積電,20220107,622.805,625.711,612.151,614.088,39847,25358237,-1.5528,0.1537,25930380,16439861,633.0,634.0,-1.565,29.509,8.07,44497,28.69,28.6603,7.92,7.9189,,10.8819,1.58,1.6562,-10.0,2.1739,634.0,697.0,571.0,,,,TSE
1216,統一,20220107,65.6079,65.7039,65.3197,65.3197,3998,272491,-0.5848,0.0704,5682015,386377,68.0,68.2,-0.5865,0.694,0.087,1875,19.26,20.1308,3.43,3.4296,,0.8323,3.97,3.9706,-0.4,0.5848,68.0,74.8,61.2,,,,TSE
1216,統一,20220110,65.3197,65.9921,65.3197,65.9921,3254,222829,1.0294,0.0573,5682015,390354,68.6,68.7,1.0241,0.698,0.086,1436,19.46,20.338,3.46,3.4649,,0.8409,3.93,3.9301,0.7,1.0294,68.7,75.5,61.9,,,,TSE
2317,鴻海,20220110,96.1544,96.6079,94.3402,94.7937,34836,3658148,-1.8779,0.2513,13862991,1448683,104.5,105.0,-1.8958,2.59,1.405,20396,10.29,11.7512,1.09,1.0897,,0.237,3.83,3.8278,-2.0,2.3474,104.5,114.5,94.1,,,,TSE
2330,台積電,20220110,608.276,624.742,607.308,622.805,39286,25052138,1.4196,0.1515,25930380,16673235,642.0,643.0,1.4096,29.813,9.624,33453,29.1,29.0672,8.03,8.0313,,11.0363,1.56,1.633,9.0,2.8391,643.0,707.0,579.0,,,,TSE
2330,台積電,20220111,625.711,630.554,618.931,630.554,36186,23361588,1.2442,0.1396,25930380,16880678,650.0,651.0,1.2365,30.103,7.978,26849,29.46,29.4288,8.13,8.1313,,11.1736,1.54,1.6129,8.0,1.8663,651.0,716.0,586.0,,,,TSE
2317,鴻海,20220111,94.7937,95.2473,94.3402,94.7937,26266,2742382,0.0,0.1895,13862991,1448683,104.0,104.5,0.0,2.583,0.937,13414,10.29,11.7512,1.09,1.0897,,0.237,3.83,3.8278,0.0,0.9569,104.5,114.5,94.1,,,,TSE
1216,統一,20220111,65.4158,66.1842,65.4158,65.9921,3904,267931,0.0,0.0687,5682015,390354,68.7,68.8,0.0,0.696,0.092,2038,19.46,20.338,3.46,3.4649,,0.8409,3.93,3.9301,0.0,1.1645,68.7,75.5,61.9,,,,TSE
1216,統一,20220112,65.9921,66.5685,65.8,66.5685,5708,393854,0.8734,0.1005,5682015,393764,69.2,69.3,0.8696,0.699,0.143,3068,19.63,20.5156,3.49,3.4952,,0.8482,3.9,3.8961,0.6,1.1645,69.3,76.2,62.4,,,,TSE
2317,鴻海,20220112,95.2473,95.7008,94.3402,94.7937,18941,1977481,0.0,0.1366,13862991,1448683,104.0,104.5,0.0,2.571,0.716,10532,10.29,11.7512,1.09,1.0897,,0.237,3.83,3.8278,0.0,1.4354,104.5,114.5,94.1,,,,TSE
2330,台積電,20220112,636.366,639.271,629.586,639.271,40832,26762357,1.3825,0.1575,25930380,17114051,659.0,660.0,1.373,30.374,9.685,39164,29.86,29.8357,8.24,8.2437,,11.3281,1.52,1.5909,9.0,1.5361,660.0,726.0,594.0,,,,TSE
2317,鴻海,20220113,95.2473,95.7008,94.7937,95.7008,19714,2073574,0.9569,0.1422,13862991,1462546,105.5,106.0,0.9524,2.587,0.782,10057,10.38,11.8637,1.1,1.1001,,0.2392,3.79,3.7915,1.0,0.9569,105.5,116.0,95.0,,,,TSE
2330,台積電,20220113,637.334,641.209,634.428,640.24,39172,25813559,0.1515,0.1511,25930380,17139981,660.0,661.0,0.1514,30.319,9.735,34355,29.91,29.8809,8.26,8.2562,,11.3453,1.51,1.5885,1.0,1.0606,661.0,727.0,595.0,,,,TSE
1216,統一,20220113,66.6645,67.0488,66.5685,67.0488,4881,339389,0.7215,0.0859,5682015,396605,69.7,69.8,0.7189,0.702,0.128,2966,19.77,20.6637,3.52,3.5204,,0.8543,3.87,3.8682,0.5,0.7215,69.8,76.7,62.9,,,,TSE
1216,統一,20220114,67.0488,67.0488,66.1842,66.5685,3572,247282,-0.7163,0.0629,5682015,393764,69.2,69.3,-0.7189,0.698,0.078,3957,19.63,20.5156,3.49,3.4952,,0.8482,3.9,3.8961,-0.5,1.2894,69.3,76.2,62.4,,,,TSE
2317,鴻海,20220114,95.2473,95.7008,93.433,93.8866,39061,4050449,-1.8957,0.2818,13862991,1434820,103.0,103.5,-1.9139,2.543,1.269,25878,10.19,11.6388,1.08,1.0792,,0.2347,3.86,3.8647,-2.0,2.3697,103.5,113.5,93.2,,,,TSE
2330,台積電,20220114,651.863,651.863,640.24,650.894,98768,66094477,1.6641,0.3809,25930380,17425216,671.0,672.0,1.6505,30.88,20.706,83211,30.41,30.3781,8.39,8.3936,,11.5341,1.49,1.5625,11.0,1.8154,672.0,739.0,605.0,,,,TSE
1216,統一,20220117,65.8,66.2803,65.6079,66.0882,4190,287538,-0.7215,0.0737,5682015,390923,68.8,68.9,-0.7241,0.688,0.117,6414,19.49,20.3676,3.47,3.47,,0.8421,3.92,3.9244,-0.5,1.0101,68.8,75.6,62.0,,,,TSE
2317,鴻海,20220117,93.8866,94.7937,93.8866,93.8866,16235,1683743,0.0,0.1171,13862991,1434820,103.5,104.0,0.0,2.526,0.683,8944,10.19,11.6388,1.08,1.0792,,0.2347,3.86,3.8647,0.0,0.9662,103.5,113.5,93.2,,,,TSE
2330,台積電,20220117,663.486,666.392,656.706,661.549,63828,43615303,1.6369,0.2462,25930380,17710450,682.0,683.0,1.6237,31.179,17.682,61981,30.9,30.8754,8.53,8.531,,11.7229,1.46,1.5373,11.0,1.4881,683.0,751.0,615.0,,,,TSE
2317,鴻海,20220118,94.7937,94.7937,93.8866,93.8866,14894,1548782,0.0,0.1074,13862991,1434820,103.5,104.0,0.0,2.546,0.631,9070,10.19,11.6388,1.08,1.0792,,0.2347,3.86,3.8647,0.0,0.9662,103.5,113.5,93.2,,,,TSE
2330,台積電,20220118,656.706,659.612,641.209,641.209,48802,32742176,-3.0747,0.1882,25930380,17165912,662.0,663.0,-3.1229,30.461,13.341,65357,29.95,29.9261,8.27,8.2687,,11.3624,1.51,1.5861,-21.0,2.7818,662.0,728.0,596.0,,,,TSE
1216,統一,20220118,66.0882,66.0882,65.6079,65.6079,3378,231471,-0.7267,0.0595,5682015,388082,68.3,68.4,-0.7294,0.689,0.094,2023,19.35,20.2196,3.44,3.4447,,0.836,3.95,3.9531,-0.5,0.7267,68.3,75.1,61.5,,,,TSE
1216,統一,20220119,66.1842,66.1842,65.5118,65.6079,3654,250193,0.0,0.0643,5682015,388082,68.3,68.4,0.0,0.694,0.104,3230,19.35,20.2196,3.44,3.4447,,0.836,3.95,3.9531,0.0,1.0249,68.3,75.1,61.5,,,,TSE
2317,鴻海,20220119,93.8866,94.7937,93.433,93.8866,24064,2496807,0.0,0.1736,13862991,1434820,103.5,104.0,0.0,2.567,1.033,12635,10.19,11.6388,1.08,1.0792,,0.2347,3.86,3.8647,0.0,1.4493,103.5,113.5,93.2,,,,TSE
2330,台積電,20220119,631.523,639.271,630.554,633.46,44092,28859030,-1.2085,0.17,25930380,16958469,654.0,655.0,-1.2158,30.341,11.94,50763,29.59,29.5644,8.17,8.1687,,11.2251,1.53,1.6055,-8.0,1.3595,654.0,719.0,589.0,,,,TSE
2330,台積電,20220120,629.586,636.366,625.711,630.554,48996,31893527,-0.4587,0.189,25930380,16880678,651.0,652.0,-0.4598,30.216,14.167,39346,29.46,29.4288,8.13,8.1313,,11.1736,1.54,1.6129,-3.0,1.682,651.0,716.0,586.0,,,,TSE
1216,統一,20220120,65.6079,66.1842,65.4158,65.6079,4433,303206,0.0,0.078,5682015,388082,68.3,68.4,0.0,0.695,0.135,2411,19.35,20.2196,3.44,3.4447,,0.836,3.95,3.9531,0.0,1.1713,68.3,75.1,61.5,,,,TSE
2317,鴻海,20220120,93.8866,94.3402,93.433,93.433,29541,3053907,-0.4831,0.2131,13862991,1427888,103.0,103.5,-0.4843,2.556,1.357,13904,10.14,11.5826,1.07,1.074,,0.2336,3.88,3.8835,-0.5,0.9662,103.0,113.0,92.7,,,,TSE
1216,統一,20220121,65.1276,65.2237,64.2631,65.1276,10031,675879,-0.7321,0.1765,5682015,385241,67.7,67.8,-0.7348,0.702,0.239,5735,19.21,20.0716,3.42,3.4195,,0.8299,3.98,3.9823,-0.5,1.4641,67.8,74.5,61.1,,,,TSE
2317,鴻海,20220121,92.9795,93.433,92.5259,92.5259,34317,3511235,-0.9709,0.2475,13862991,1414025,102.0,102.5,-0.9756,2.576,1.241,22344,10.04,11.4701,1.06,1.0636,,0.2313,3.92,3.9216,-1.0,0.9709,102.0,112.0,91.8,,,,TSE
2330,台積電,20220121,623.774,625.711,616.994,620.868,53966,34642476,-1.5361,0.2081,25930380,16621374,641.0,642.0,-1.548,30.282,12.243,66088,29.0,28.9768,8.01,8.0064,,11.002,1.56,1.6381,-10.0,1.3825,641.0,705.0,577.0,,,,TSE
2317,鴻海,20220124,93.433,94.7937,92.9795,93.433,42011,4340699,0.9804,0.303,13862991,1427888,103.0,103.5,0.9756,2.589,1.754,18368,10.14,11.5826,1.07,1.074,,0.2336,3.88,3.8835,1.0,1.9608,103.0,113.0,92.7,,,,TSE
2330,台積電,20220124,618.931,634.428,616.994,632.491,48665,31412475,1.8721,0.1877,25930380,16932538,653.0,654.0,1.8548,30.696,12.694,36231,29.55,29.5192,8.16,8.1562,,11.208,1.53,1.608,12.0,2.8081,653.0,718.0,588.0,,,,TSE
1216,統一,20220124,65.2237,65.8,64.7434,65.4158,4485,305534,0.4425,0.0789,5682015,386945,68.0,68.1,0.4415,0.701,0.124,2212,19.29,20.1604,3.43,3.4346,,0.8335,3.96,3.9648,0.3,1.6224,68.1,74.9,61.3,,,,TSE
2317,鴻海,20220125,93.433,93.8866,92.5259,93.433,29251,3002543,0.0,0.211,13862991,1427888,102.5,103.0,0.0,2.63,1.204,16508,10.14,11.5826,1.07,1.074,,0.2336,3.88,3.8835,0.0,1.4563,103.0,113.0,92.7,,,,TSE
2330,台積電,20220125,622.805,624.742,617.962,620.868,53927,34582254,-1.8377,0.208,25930380,16621374,641.0,642.0,-1.8548,30.619,13.861,56698,29.0,28.9768,8.01,8.0064,,11.002,1.56,1.6381,-12.0,1.072,641.0,705.0,577.0,,,,TSE
1216,統一,20220125,64.3591,64.9355,64.071,64.9355,8456,567877,-0.7342,0.1488,5682015,384104,67.5,67.6,-0.7369,0.708,0.228,5729,19.15,20.0124,3.41,3.4094,,0.8274,3.99,3.9941,-0.5,1.3216,67.6,74.3,60.9,,,,TSE
1216,統一,20220126,64.8394,65.2237,64.8394,64.9355,4761,322163,0.0,0.0838,5682015,384104,67.6,67.7,0.0,0.709,0.153,2686,19.15,20.0124,3.41,3.4094,,0.8274,3.99,3.9941,0.0,0.5917,67.6,74.3,60.9,,,,TSE
2317,鴻海,20220126,93.433,93.8866,92.5259,92.5259,33435,3422890,-0.9709,0.2412,13862991,1414025,102.0,102.5,-0.9756,2.608,1.626,20822,10.04,11.4701,1.06,1.0636,,0.2313,3.92,3.9216,-1.0,1.4563,102.0,112.0,91.8,,,,TSE
2330,台積電,20220126,615.057,620.868,615.057,616.025,33093,21089251,-0.78,0.1276,25930380,16491722,636.0,637.0,-0.7831,30.421,10.017,35647,28.78,28.7507,7.94,7.9439,,10.9162,1.57,1.6509,-5.0,0.936,636.0,699.0,573.0,,,,TSE
1216,統一,20220207,63.6867,64.6473,63.6867,64.3591,14202,948479,-0.8876,0.2499,5682015,380695,66.9,67.0,-0.8915,0.69,0.322,6368,18.98,19.8347,3.38,3.3792,,0.8201,4.03,4.0299,-0.6,1.4793,67.0,73.7,60.3,,,,TSE
2317,鴻海,20220207,92.9795,94.7937,92.9795,93.433,34222,3532074,0.9804,0.2469,13862991,1427888,103.0,103.5,0.9756,2.588,1.199,14794,10.14,11.5826,1.07,1.074,,0.2336,3.88,3.8835,1.0,1.9608,103.0,113.0,92.7,,,,TSE
2330,台積電,20220207,623.774,623.774,611.182,615.057,64637,41221401,-0.1572,0.2493,25930380,16465792,634.0,635.0,-0.1574,29.847,13.994,43774,28.73,28.7055,7.93,7.9314,,10.899,1.57,1.6535,-1.0,2.044,635.0,698.0,572.0,,,,TSE
1216,統一,20220208,64.5512,65.3197,64.3591,65.1276,7094,479545,1.194,0.1249,5682015,385241,67.7,67.8,1.187,0.696,0.157,3059,19.21,20.0716,3.42,3.4195,,0.8299,3.98,3.9823,0.8,1.4925,67.8,74.5,61.1,,,,TSE
2317,鴻海,20220208,94.3402,96.1544,93.433,95.7008,43806,4606162,2.4272,0.316,13862991,1462546,105.5,106.0,2.3982,2.641,1.511,18295,10.38,11.8637,1.1,1.1001,,0.2392,3.79,3.7915,2.5,2.9126,105.5,116.0,95.0,,,,TSE
2330,台積電,20220208,624.742,624.742,608.276,608.276,43786,27805114,-1.1024,0.1689,25930380,16284279,628.0,629.0,-1.1085,29.408,9.123,40026,28.42,28.3891,7.84,7.844,,10.7789,1.59,1.672,-7.0,2.6772,628.0,690.0,566.0,,,,TSE
1216,統一,20220209,64.8394,65.7039,64.8394,65.7039,3888,265028,0.885,0.0684,5682015,388650,68.3,68.4,0.8811,0.695,0.093,2064,19.38,20.2492,3.45,3.4498,,0.8372,3.95,3.9474,0.6,1.3274,68.4,75.2,61.6,,,,TSE
2317,鴻海,20220209,96.1544,96.6079,95.7008,96.6079,23653,2508012,0.9479,0.1706,13862991,1476409,106.0,106.5,0.9434,2.639,0.877,12452,10.48,11.9761,1.11,1.1105,,0.2415,3.76,3.7559,1.0,0.9479,106.5,117.0,95.9,,,,TSE
2330,台積電,20220209,615.057,616.994,610.214,613.119,33633,21289086,0.7962,0.1297,25930380,16413931,633.0,634.0,0.793,29.339,7.446,29746,28.64,28.6151,7.91,7.9064,,10.8647,1.58,1.6588,5.0,1.1146,633.0,696.0,570.0,,,,TSE
1216,統一,20220210,65.7039,66.0882,65.3197,66.0882,6784,464477,0.5848,0.1194,5682015,390923,68.7,68.8,0.5831,0.692,0.171,2696,19.49,20.3676,3.47,3.47,,0.8421,3.92,3.9244,0.4,1.1696,68.8,75.6,62.0,,,,TSE
2317,鴻海,20220210,96.6079,97.0615,95.7008,96.6079,20202,2145700,0.0,0.1457,13862991,1476409,106.5,107.0,0.0,2.612,0.789,10184,10.48,11.9761,1.11,1.1105,,0.2415,3.76,3.7559,0.0,1.4085,106.5,117.0,95.9,,,,TSE
2330,台積電,20220210,618.931,628.617,616.994,628.617,37388,24028303,2.5276,0.1442,25930380,16828817,648.0,649.0,2.4962,29.775,8.836,28452,29.37,29.3384,8.11,8.1063,,11.1393,1.54,1.6179,16.0,1.8957,649.0,713.0,585.0,,,,TSE
2317,鴻海,20220211,95.7008,96.1544,94.7937,96.1544,16707,1760438,-0.4695,0.1205,13862991,1469477,105.5,106.0,-0.4706,2.604,0.699,9086,10.43,11.9199,1.11,1.1053,,0.2404,3.77,3.7736,-0.5,1.4085,106.0,116.5,95.4,,,,TSE
2330,台積電,20220211,625.711,629.586,621.837,629.586,28194,18225628,0.1541,0.1087,25930380,16854747,649.0,650.0,0.154,29.865,7.239,21995,29.41,29.3836,8.12,8.1188,,11.1565,1.54,1.6154,1.0,1.2327,650.0,715.0,585.0,,,,TSE
1216,統一,20220211,65.3197,66.0882,65.3197,66.0882,5934,406445,0.0,0.1044,5682015,390923,68.6,68.8,0.0,0.693,0.161,2926,19.49,20.3676,3.47,3.47,,0.8421,3.92,3.9244,0.0,1.1628,68.8,75.6,62.0,,,,TSE
1216,統一,20220214,65.7039,65.8,65.0315,65.4158,6493,441459,-1.0174,0.1143,5682015,386945,68.0,68.1,-1.0227,0.698,0.176,3082,19.29,20.1604,3.43,3.4346,,0.8335,3.96,3.9648,-0.7,1.1628,68.1,74.9,61.3,,,,TSE
2317,鴻海,20220214,95.2473,95.2473,93.8866,94.3402,22517,2344653,-1.8868,0.1624,13862991,1441751,104.0,104.5,-1.9048,2.599,0.933,12120,10.24,11.695,1.08,1.0844,,0.2358,3.85,3.8462,-2.0,1.4151,104.0,114.0,93.6,,,,TSE
2330,台積電,20220214,619.899,620.868,615.057,616.994,39394,25104180,-2.0,0.1519,25930380,16517652,637.0,638.0,-2.0203,29.777,9.989,33928,28.82,28.7959,7.96,7.9564,,10.9333,1.57,1.6484,-13.0,0.9231,637.0,700.0,574.0,,,,TSE
1216,統一,20220215,65.2237,65.8,65.0315,65.2237,6290,428427,-0.2937,0.1107,5682015,385809,67.9,68.0,-0.2941,0.697,0.193,2918,19.24,20.1012,3.42,3.4246,,0.8311,3.98,3.9764,-0.2,1.1747,67.9,74.6,61.2,,,,TSE
2317,鴻海,20220215,94.3402,95.2473,94.3402,94.3402,13542,1413403,0.0,0.0977,13862991,1441751,104.0,104.5,0.0,2.606,0.636,7665,10.24,11.695,1.08,1.0844,,0.2358,3.85,3.8462,0.0,0.9615,104.0,114.0,93.6,,,,TSE
2330,台積電,20220215,613.119,618.931,613.119,613.119,24497,15556533,-0.6279,0.0945,25930380,16413931,632.0,633.0,-0.6299,29.665,6.996,31907,28.64,28.6151,7.91,7.9064,,10.8647,1.58,1.6588,-4.0,0.9419,633.0,696.0,570.0,,,,TSE
1216,統一,20220216,65.8,65.8961,65.5118,65.7039,4500,307880,0.7364,0.0792,5682015,388650,68.4,68.5,0.7337,0.692,0.119,2085,19.38,20.2492,3.45,3.4498,,0.8372,3.95,3.9474,0.5,0.5891,68.4,75.2,61.6,,,,TSE
2317,鴻海,20220216,95.2473,96.1544,94.7937,95.7008,13503,1421385,1.4423,0.0974,13862991,1462546,105.0,105.5,1.432,2.603,0.55,7625,10.38,11.8637,1.1,1.1001,,0.2392,3.79,3.7915,1.5,1.4423,105.5,116.0,95.0,,,,TSE
2330,台積電,20220216,624.742,625.711,619.899,625.711,27395,17635435,2.0537,0.1056,25930380,16751026,645.0,646.0,2.0329,29.811,6.824,23136,29.23,29.2028,8.07,8.0688,,11.0878,1.55,1.7028,13.0,0.9479,646.0,710.0,582.0,,,,TSE
2317,鴻海,20220217,96.1544,96.6079,95.2473,96.1544,25548,2705371,0.4739,0.1843,13862991,1469477,105.5,106.0,0.4728,2.61,0.915,10473,10.43,11.9199,1.11,1.1053,,0.2404,3.77,3.7736,0.5,1.4218,106.0,116.5,95.4,,,,TSE
2330,台積電,20220217,623.774,625.711,620.868,624.742,20447,13171026,-0.1548,0.0789,25930380,16725095,644.0,645.0,-0.1549,29.704,4.455,16116,29.19,29.1576,8.06,8.0563,,11.0707,1.55,1.7054,-1.0,0.774,645.0,709.0,581.0,,,,TSE
1216,統一,20220217,65.8,66.0882,65.4158,65.8,7758,530953,0.1462,0.1365,5682015,389218,68.4,68.5,0.1461,0.691,0.18,3069,19.41,20.2788,3.45,3.4548,,0.8384,3.94,3.9416,0.1,1.0234,68.5,75.3,61.7,,,,TSE
1216,統一,20220218,65.2237,65.7039,64.9355,64.9355,8391,569531,-1.3139,0.1477,5682015,384104,67.6,67.8,-1.3226,0.684,0.194,4594,19.15,20.0124,3.41,3.4094,,0.8274,3.99,3.9941,-0.9,1.1679,67.6,74.3,60.9,,,,TSE
2317,鴻海,20220218,95.2473,96.1544,95.2473,95.7008,11375,1199705,-0.4717,0.0821,13862991,1462546,105.5,106.0,-0.4728,2.603,0.409,6534,10.38,11.8637,1.1,1.1001,,0.2392,3.79,3.7915,-0.5,0.9434,105.5,116.0,95.0,,,,TSE
2330,台積電,20220218,617.962,618.931,616.025,616.994,21948,13997433,-1.2403,0.0846,25930380,16517652,637.0,638.0,-1.2481,29.393,4.771,23892,28.82,28.7959,7.96,7.9564,,10.9333,1.57,1.7268,-8.0,0.4651,637.0,700.0,574.0,,,,TSE
1216,統一,20220221,64.9355,65.8961,64.9355,65.8,4303,293922,1.3314,0.0757,5682015,389218,68.4,68.5,1.3226,0.693,0.104,1762,19.41,20.2788,3.45,3.4548,,0.8384,3.94,3.9416,0.9,1.4793,68.5,75.3,61.7,,,,TSE
2317,鴻海,20220221,95.2473,97.0615,94.7937,96.1544,23535,2494887,0.4739,0.1698,13862991,1469477,106.0,106.5,0.4728,2.617,0.886,9971,10.43,11.9199,1.11,1.1053,,0.2404,3.77,3.7736,0.5,2.3697,106.0,116.5,95.4,,,,TSE
2330,台積電,20220221,613.119,616.025,612.151,612.151,25769,16320629,-0.7849,0.0994,25930380,16388000,632.0,633.0,-0.788,29.18,5.799,41961,28.6,28.5699,7.89,7.894,,10.8475,1.58,1.7405,-5.0,0.6279,632.0,695.0,569.0,,,,TSE
2317,鴻海,20220222,95.2473,95.7008,94.3402,94.7937,26135,2730651,-1.4151,0.1885,13862991,1448683,104.5,105.0,-1.4252,2.616,0.859,13000,10.29,11.7512,1.09,1.0897,,0.237,3.83,3.8278,-1.5,1.4151,104.5,114.5,94.1,,,,TSE
2330,台積電,20220222,608.276,610.214,605.371,607.308,38526,24153923,-0.7911,0.1486,25930380,16258349,626.0,627.0,-0.7943,29.356,7.599,68303,28.37,28.3439,7.83,7.8315,,10.7617,1.59,1.7544,-5.0,0.7911,627.0,689.0,565.0,,,,TSE
1216,統一,20220222,65.1276,65.5118,64.5512,64.9355,10164,686794,-1.3139,0.1789,5682015,384104,67.6,67.7,-1.3226,0.694,0.216,5171,19.15,20.0124,3.41,3.4094,,0.8274,3.99,3.9941,-0.9,1.4599,67.6,74.3,60.9,,,,TSE
2317,鴻海,20220223,94.7937,95.7008,94.7937,95.2473,14607,1532153,0.4785,0.1054,13862991,1455614,105.0,105.5,0.4773,2.615,0.589,6820,10.33,11.8075,1.09,1.0949,,0.2381,3.81,3.8095,0.5,0.9569,105.0,115.5,94.5,,,,TSE
1216,統一,20220223,64.9355,65.5118,64.9355,65.3197,5465,371616,0.5917,0.0962,5682015,386377,67.9,68.0,0.59,0.694,0.143,2835,19.26,20.1308,3.43,3.4296,,0.8323,3.97,3.9706,0.4,0.8876,68.0,74.8,61.2,,,,TSE
2330,台積電,20220223,604.402,609.245,603.433,605.371,34561,21606428,-0.319,0.1333,25930380,16206488,625.0,626.0,-0.3195,29.119,8.307,50926,28.28,28.2535,7.81,7.8065,,10.7274,1.6,1.76,-2.0,0.9569,625.0,687.0,563.0,,,,TSE
1216,統一,20220224,64.4552,64.9355,63.9749,64.167,16611,1112611,-1.7647,0.2923,5682015,379559,66.8,67.0,-1.7805,0.7,0.271,9338,18.92,19.7755,3.37,3.3691,,0.8176,4.04,4.0419,-1.2,1.4706,66.8,73.4,60.2,,,,TSE
2317,鴻海,20220224,94.3402,94.7937,92.9795,92.9795,47746,4927652,-2.381,0.3444,13862991,1420957,102.5,103.0,-2.4098,2.62,1.198,25803,10.09,11.5263,1.07,1.0688,,0.2324,3.9,3.9024,-2.5,1.9048,102.5,112.5,92.3,,,,TSE
2330,台積電,20220224,598.591,599.559,585.03,585.03,80672,49358065,-3.36,0.3111,25930380,15661950,604.0,605.0,-3.4177,28.877,12.0,188248,27.33,27.3042,7.54,7.5442,,10.3669,1.66,1.8212,-21.0,2.4,604.0,664.0,544.0,,,,TSE
1216,統一,20220225,64.4552,64.6473,63.9749,64.4552,16738,1121850,0.4491,0.2946,5682015,381263,67.1,67.2,0.4481,0.701,0.3,5488,19.01,19.8643,3.38,3.3842,,0.8213,4.02,4.0238,0.3,1.0479,67.1,73.8,60.4,,,,TSE
2317,鴻海,20220225,93.433,93.8866,92.9795,93.433,29911,3082648,0.4878,0.2158,13862991,1427888,103.0,103.5,0.4866,2.624,0.824,12863,10.14,11.5826,1.07,1.074,,0.2336,3.88,3.8835,0.5,0.9756,103.0,113.0,92.7,,,,TSE
