證券代碼,公司名稱,年月日,開盤價(元),最高價(元),最低價(元),收盤價(元),成交量(千股),成交值(千元),報酬率％,週轉率％,流通在外股數(千股),市值(百萬元),最後揭示買價,最後揭示賣價,報酬率-Ln,市值比重％,成交值比重％,成交筆數(筆),本益比-TSE,本益比-TEJ,股價淨值比-TSE,股價淨值比-TEJ,漲跌停,股價營收比-TEJ,股利殖利率-TSE,現金股利率,股價漲跌(元),高低價差%,次日開盤參考價,次日漲停價,次日跌停價,注意股票(A),處置股票(D),全額交割(Y),市場別
2317,鴻海,20221205,101.592,102.069,100.638,100.638,46083,4890939,0.0,0.3324,13862991,1462546,105.5,106.0,0.0,3.133,2.117,21284,10.02,9.5081,1.01,1.0093,,0.2232,4.93,4.9289,0.0,1.4218,105.5,116.0,95.0,,,,TSE
2330,台積電,20221205,483.791,489.697,481.331,481.331,33048,16272219,-0.7107,0.1274,25930380,12679956,489.0,489.5,-0.7132,27.159,7.043,31739,14.3,14.2019,4.63,4.6311,,6.1063,2.25,2.2495,-3.5,1.7259,489.0,537.0,440.5,,,,TSE
1216,統一,20221206,65.1,65.3,64.6,64.6,13171,855370,-1.2232,0.2318,5682015,367058,64.6,64.7,-1.2308,0.8,0.368,3868,20.38,21.3729,2.99,2.9948,,0.7165,4.18,4.1796,-0.8,1.0703,64.6,71.0,58.2,,,,TSE
2317,鴻海,20221206,99.207,99.6839,97.7761,98.253,55270,5718145,-2.3697,0.3987,13862991,1427888,102.5,103.0,-2.3982,3.111,2.457,28597,9.78,9.2828,0.99,0.9854,,0.2179,5.05,5.0485,-2.5,1.8957,103.0,113.0,92.7,,,,TSE
2330,台積電,20221206,480.346,481.331,470.503,470.503,44964,21703863,-2.2495,0.1734,25930380,12394722,478.0,480.0,-2.2752,27.003,9.326,44448,13.98,13.8825,4.53,4.527,,5.9689,2.3,2.3013,-11.0,2.2495,478.0,525.0,430.5,,,,TSE
2317,鴻海,20221207,97.7761,99.207,97.2991,97.2991,44811,4602965,-0.9709,0.3232,13862991,1414025,102.0,102.5,-0.9756,3.101,1.963,22576,9.69,9.1926,0.98,0.9759,,0.2158,5.1,5.098,-1.0,1.9417,102.0,112.0,91.8,,,,TSE
2330,台積電,20221207,469.519,477.886,467.55,467.55,39978,19128832,-0.6276,0.1542,25930380,12316931,475.0,475.5,-0.6296,27.015,8.157,43603,13.89,13.7953,4.5,4.4986,,5.9314,2.32,2.3158,-3.0,2.1967,475.0,522.0,427.5,,,,TSE
1216,統一,20221207,65.0,65.6,64.7,65.2,13674,891425,0.9288,0.2407,5682015,370467,65.1,65.2,0.9245,0.813,0.38,4875,20.57,21.5714,3.02,3.0226,,0.7232,4.14,4.1411,0.6,1.3932,65.2,71.7,58.7,,,,TSE
2330,台積電,20221208,467.55,467.55,459.676,464.105,28348,13366736,-0.7368,0.1093,25930380,12226174,471.5,472.0,-0.7396,26.957,7.883,45114,13.79,13.6937,4.47,4.4654,,5.8877,2.33,2.333,-3.5,1.6842,471.5,518.0,424.5,,,,TSE
1216,統一,20221208,64.9,65.1,64.4,65.0,9149,592082,-0.3067,0.161,5682015,369331,64.9,65.0,-0.3072,0.814,0.349,5297,20.5,21.5052,3.01,3.0134,,0.721,4.15,4.1538,-0.2,1.0736,65.0,71.5,58.5,,,,TSE
2317,鴻海,20221208,97.2991,97.7761,96.8222,96.8222,31027,3161754,-0.4902,0.2238,13862991,1407094,101.5,102.0,-0.4914,3.102,1.865,17802,9.64,9.1476,0.97,0.9711,,0.2147,5.12,5.1232,-0.5,0.9804,101.5,111.5,91.4,,,,TSE
2330,台積電,20221209,470.503,476.901,468.535,473.948,28903,13881674,2.1209,0.1115,25930380,12485478,481.0,481.5,2.0987,27.245,7.536,25790,14.08,13.9841,4.56,4.5601,,6.0126,2.28,2.2845,10.0,1.8028,481.5,529.0,433.5,,,,TSE
1216,統一,20221209,65.4,66.0,65.0,66.0,10505,690478,1.5385,0.1849,5682015,375013,65.9,66.0,1.5267,0.818,0.375,3861,20.82,21.8361,3.06,3.0597,,0.732,4.09,4.0909,1.0,1.5385,66.0,72.6,59.4,,,,TSE
2317,鴻海,20221209,97.7761,98.253,97.2991,97.2991,33294,3406859,0.4926,0.2402,13862991,1414025,102.0,102.5,0.4914,3.086,1.85,11747,9.69,9.1926,0.98,0.9759,,0.2158,5.1,5.098,0.5,0.9852,102.0,112.0,91.8,,,,TSE
1216,統一,20221212,65.5,66.0,65.2,65.8,6986,459027,-0.303,0.1229,5682015,373877,65.8,65.9,-0.3035,0.821,0.314,2801,20.76,21.7699,3.05,3.0505,,0.7298,4.1,4.1033,-0.2,1.2121,65.8,72.3,59.3,,,,TSE
2330,台積電,20221212,469.027,470.503,466.074,467.55,24064,11435789,-1.3499,0.0928,25930380,12316931,474.5,475.0,-1.3591,27.046,7.826,34393,13.89,13.7953,4.5,4.4986,,5.9314,2.32,2.3158,-6.5,0.9346,475.0,522.0,427.5,,,,TSE
2317,鴻海,20221212,97.2991,97.2991,96.3452,97.2991,19498,1982855,0.0,0.1406,13862991,1414025,101.5,102.0,0.0,3.105,1.357,9634,9.69,9.1926,0.98,0.9759,,0.2158,5.1,5.098,0.0,0.9804,102.0,112.0,91.8,,,,TSE
2317,鴻海,20221213,97.2991,97.7761,96.3452,96.3452,34807,3530853,-0.9804,0.2511,13862991,1400162,101.0,101.5,-0.9852,3.094,1.941,16396,9.59,9.1025,0.97,0.9663,,0.2136,5.15,5.1485,-1.0,1.4706,101.0,111.0,90.9,,,,TSE
2330,台積電,20221213,465.582,468.535,463.613,464.105,36028,17034191,-0.7368,0.1389,25930380,12226174,471.5,472.0,-0.7396,27.012,9.363,36559,13.79,13.6937,4.47,4.4654,,5.8877,2.33,2.333,-3.5,1.0526,471.5,518.0,424.5,,,,TSE
1216,統一,20221213,66.0,66.2,65.1,65.4,9677,633581,-0.6079,0.1703,5682015,371604,65.3,65.4,-0.6098,0.821,0.348,3106,20.63,21.6376,3.03,3.0319,,0.7254,4.13,4.1284,-0.4,1.6717,65.4,71.9,58.9,,,,TSE
2317,鴻海,20221214,96.8222,97.7761,96.3452,97.7761,24772,2530062,1.4851,0.1787,13862991,1420957,102.0,102.5,1.4742,3.093,1.397,9297,9.73,9.2377,0.98,0.9806,,0.2168,5.07,5.0732,1.5,1.4851,102.5,112.5,92.3,,,,TSE
