LR_obj,heuristic_obj,naive_obj,LR_time,heu_time,naive_time,heu_gap,naive_gap
981445236.9,989875756.7,1090556050,0.200353146,0.01048708,0.266129971,0.008589903,0.111173613
1101095933,1105158910,1223514185,0.199669123,0.01489687,0.288156986,0.00368994,0.111178553
953361904.4,961495665.1,1059505763,0.237254858,0.010486841,0.215302944,0.008531661,0.111336375
999293386.2,1007319932,1111166795,0.202121973,0.01037693,0.207372904,0.008032222,0.111952516
981724293.1,990135983.9,1091682672,0.234390974,0.010608673,0.222480059,0.008568282,0.112005356
964540793.3,973175847.7,1072639498,0.210609913,0.010573149,0.26134491,0.008952503,0.112072715
984520162.6,991957559.4,1094905103,0.272922754,0.010386944,0.220102072,0.007554337,0.112120548
1007237542,1015221376,1120528006,0.239571095,0.010420084,0.209393024,0.007926466,0.112476411
1004235378,1012347397,1117252505,0.192717791,0.010432005,0.301187038,0.008077807,0.112540476
1010962418,1019357303,1125641705,0.19090724,0.010390997,0.26244688,0.008303854,0.113435757
1034499050,1042116171,1152345614,0.205509186,0.010342836,0.254709005,0.007363101,0.113916552
927359120.2,943004500.8,1033161925,0.211854219,0.03305316,0.206617832,0.016870897,0.114090434
1011011825,1019149895,1126451419,0.200501919,0.011302948,0.257414818,0.008049431,0.114182239
876197652.7,883524481.3,976494215.9,0.206993818,0.010396242,0.255218029,0.008362073,0.114467966
913175801.3,921055223.9,1018169485,0.196325064,0.038946152,0.246888876,0.008628593,0.114976419
924327709.9,932220488.9,1030844655,0.209010839,0.011640072,0.260273218,0.00853894,0.115237209
1058760903,1075148399,1180908607,0.209009171,0.029735327,0.275855064,0.015477996,0.115368544
996793002.4,1004520791,1112064484,0.232843161,0.010710001,0.258019924,0.007752652,0.115642346
1007049752,1011172699,1123877637,0.240187168,0.03047204,0.212432146,0.004094085,0.116010042
971146166.6,978160171.7,1083847761,0.199169874,0.010522127,0.253801823,0.007222399,0.116050084
1064097537,1080127476,1187824645,0.210594177,0.010484934,0.229763746,0.015064351,0.116274217
919087770.8,934337747.7,1025962719,0.217601061,0.010539055,0.232775927,0.016592514,0.116283723
948139369.7,955870577.5,1058533575,0.210832119,0.010238886,0.265416861,0.008154084,0.116432466
1001258279,1005270035,1117894452,0.209219217,0.031739235,0.281816721,0.004006715,0.116489598
981043206.1,996474576.4,1095535642,0.230823755,0.013504982,0.254581928,0.015729552,0.116704784
992578846.1,996507098.3,1108904443,0.205145121,0.031439066,0.270858049,0.003957622,0.117195321
1018661995,1022700351,1138331637,0.190903187,0.025060177,0.229743004,0.003964373,0.117477282
941596633.1,956520310.2,1052807130,0.192807198,0.010592937,0.258490801,0.015849331,0.118108427
1048433812,1052347429,1172413672,0.206171274,0.033553123,0.271013021,0.003732822,0.118252444
945164691,952622939.7,1057098901,0.245256186,0.01305294,0.272858858,0.007890952,0.118428261
970524695.2,978207941.4,1085684091,0.313863993,0.012053013,0.234664917,0.00791659,0.118656843
952814721.4,957076051.8,1065931081,0.205249786,0.010680914,0.225342989,0.00447236,0.118718106
875472524.7,883137076.3,979579970.8,0.228026152,0.013659954,0.249400139,0.00875476,0.118915721
920284513.1,927366293.9,1030122355,0.240592003,0.038014889,0.252719164,0.007695208,0.119352048
930602194.9,938385859.5,1041783544,0.195932865,0.010333061,0.208702803,0.008364116,0.119472477
932185362.4,947476880.6,1043644590,0.243081093,0.010220051,0.215224981,0.016403946,0.119567666
952661133.1,968380289.4,1067418848,0.221686125,0.010832071,0.24004674,0.01650026,0.120460162
1002984279,1007294729,1124121907,0.233886003,0.058691978,0.250665903,0.004297625,0.120777195
979225076.1,983282034.9,1098232849,0.204788208,0.014818192,0.279494047,0.00414303,0.121532603
1003557220,1019689889,1126112388,0.198782921,0.035468102,0.274447203,0.016075485,0.122120758
962969683.7,967070141.8,1080630303,0.201539278,0.036007166,0.258378029,0.004258138,0.122185175
986231965.6,1001127270,1107078586,0.194155216,0.050899029,0.260786295,0.015103247,0.122533668
947301303.6,955092691.4,1063413410,0.226050854,0.012451172,0.243839025,0.008224825,0.122571463
936598743.5,940867708,1052176642,0.194460869,0.036725044,0.243223906,0.004557944,0.123401722
898879502.6,906925956.5,1009810172,0.24276495,0.038399935,0.250298977,0.008951649,0.123409945
1053415671,1061394880,1183691452,0.294220924,0.010311127,0.226067066,0.007574606,0.123669871
1054271483,1070730608,1185047001,0.253010988,0.010348797,0.230905056,0.015611846,0.124043493
936327174.6,943961239.7,1052507022,0.20693469,0.026832104,0.249841213,0.008153203,0.124080397
1066338330,1074989565,1198831968,0.21450901,0.010708094,0.245908976,0.008113029,0.124251031
1019228781,1028032059,1145876537,0.209192991,0.055988789,0.272922754,0.008637195,0.124258418
910437320.2,918502989.6,1023637024,0.283340931,0.029381752,0.234812975,0.008859116,0.124335526
985909857.7,1000830731,1108498250,0.194849014,0.010742903,0.266531944,0.015134115,0.124340365
1024593289,1029016350,1152520164,0.208992004,0.033900976,0.233413696,0.004316895,0.12485625
1044450991,1048410771,1174907855,0.276581049,0.044929028,0.221009016,0.003791255,0.124904725
973968229.3,981823849.1,1095763249,0.206524134,0.010974884,0.236585855,0.008065581,0.125050301
968925117.2,984284843.2,1090155944,0.211189985,0.035484076,0.286555052,0.015852335,0.125118882
975532301.7,983684563.9,1097600227,0.323598146,0.011651993,0.233498096,0.008356732,0.125129557
941423541.6,956430775.2,1059313348,0.231270075,0.010634899,0.217459917,0.015941001,0.125225046
946503741.1,954392137.6,1065174346,0.221568108,0.010311842,0.292257071,0.008334248,0.12537785
949997636.7,965712454.1,1069130207,0.206587076,0.010323048,0.209709644,0.016541954,0.125403018
998674256,1002530073,1124145909,0.210083723,0.039077044,0.213516712,0.003860936,0.125638217
969371404.2,986385495.8,1091635453,0.192131042,0.034762383,0.266364813,0.017551675,0.126127146
888946926.4,903282081.4,1001306930,0.278225899,0.01060915,0.22688508,0.016125997,0.126396751
956553012.6,960470715,1077544306,0.203119278,0.010525942,0.211997271,0.004095646,0.126486762
953416583.9,961726202.4,1074186085,0.203228951,0.011077881,0.218842983,0.008715622,0.126670233
924175684.2,940028136.9,1041281072,0.230029821,0.013231993,0.245522022,0.017153073,0.12671334
983353764.4,990697669.1,1107975213,0.235757828,0.03830409,0.231492043,0.007468222,0.126731044
969222260.7,973123169.8,1092147697,0.223073006,0.039199352,0.227811098,0.004024783,0.126828945
1040327491,1057999143,1172515067,0.231543064,0.014203787,0.259894133,0.016986624,0.127063426
878666581.9,882974880.9,990606991.9,0.198881149,0.039397001,0.290434122,0.004903224,0.127398051
1033062887,1041395567,1164835840,0.200653076,0.011161089,0.257212162,0.008065995,0.127555596
989517842.6,1005557504,1115769683,0.199965954,0.010548115,0.256518841,0.016209572,0.127589251
916367528.3,923525614.6,1033359141,0.213935137,0.038811922,0.242162228,0.00781137,0.127668877
1037815566,1053610424,1170551237,0.217368126,0.010387182,0.237894058,0.015219331,0.127899094
1007067843,1022328337,1136267674,0.2337749,0.031638861,0.246278048,0.015153393,0.128293077
903959239.6,920548102.6,1021096999,0.249562025,0.032191038,0.240236044,0.01835134,0.12958301
1012044761,1019765094,1143512444,0.206282854,0.011914253,0.272051811,0.00762845,0.129903032
1011625062,1019527537,1143308586,0.250144005,0.011842012,0.300415993,0.007811663,0.130170286
1025596659,1029630644,1159222135,0.241151333,0.031110048,0.232312918,0.003933306,0.130290476
974778879.4,990946788.5,1101917779,0.211767673,0.010330915,0.259838104,0.016586232,0.130428451
984850183.6,992772062.4,1113475000,0.256430149,0.011772156,0.268424034,0.00804374,0.130603434
1061299504,1076850312,1200110619,0.257847786,0.010271072,0.254448175,0.014652611,0.130793537
977362662.6,981515014.1,1105487278,0.248559713,0.032653093,0.281708002,0.004248527,0.131092194
906883480,914544087.9,1026096352,0.221457958,0.010813951,0.226902008,0.00844718,0.131453351
979115208.8,993845987.8,1108104290,0.19791007,0.010567904,0.295568228,0.015044991,0.131740453
1021476803,1026017679,1156245418,0.197623968,0.010789871,0.214366913,0.004445404,0.131935072
871660390.9,879212234.9,988026841,0.210193872,0.035637856,0.275107145,0.008663746,0.133499757
999798762.5,1003718510,1133647334,0.232811928,0.010347128,0.226365089,0.003920536,0.133875512
964706008,969010016.7,1094081483,0.26641202,0.025238037,0.227144957,0.004461472,0.134108707
973547650,981158422.3,1104218879,0.218869925,0.012609005,0.232265949,0.007817565,0.134221709
974909594.7,990158610.3,1106062869,0.204374075,0.032527208,0.224055767,0.015641466,0.134528653
1014033222,1021349828,1150681016,0.264305115,0.010452032,0.270472288,0.007215351,0.134756722
985211710.9,999726068.6,1118169164,0.206075907,0.01037693,0.216311932,0.014732222,0.13495318
997471710.2,1001777038,1132520429,0.275779009,0.038200855,0.243968964,0.00431624,0.135391026
990838748.4,995058101.1,1126036666,0.207412958,0.0320611,0.235212803,0.004258365,0.136447951
978070913.3,982283143.3,1111671281,0.203687191,0.034701109,0.266710758,0.004306671,0.136595789
1092192927,1100653162,1242833188,0.252985954,0.011234045,0.219213963,0.007746099,0.13792459
993680847,1008936439,1132262845,0.204087019,0.009989023,0.223697186,0.015352607,0.139463288
872325306.8,879874594.4,994298729.3,0.203393936,0.018250942,0.316064835,0.008654211,0.139825615
974269268,981546246.4,1111381007,0.264879704,0.010665894,0.254839182,0.007469165,0.1407329
910556229.2,918928693.9,1039797330,0.344896078,0.010411978,0.225221872,0.00919489,0.141936431
958556275.1,966340310.8,1094743927,0.201678038,0.01399231,0.275748968,0.008120583,0.142075802
992092652.4,1000269728,1133157134,0.254997015,0.011301994,0.229639053,0.00824225,0.142188818
1017080669,1025057240,1162141087,0.270747185,0.011611223,0.33357811,0.007842614,0.1426243
966160711.2,970009321.7,1104934542,0.203046083,0.010304928,0.206739902,0.003983406,0.143634314
1020475557,1028447309,1169197241,0.24758482,0.010399342,0.207139015,0.007811801,0.145737625
1061058662,1069140369,1215923691,0.210891962,0.011902094,0.325538635,0.007616646,0.145953315
971850237.3,980344210.1,1116523517,0.316662073,0.02366066,0.272276878,0.008740002,0.14886376
968249005.1,975832963.4,1112580922,0.207773924,0.037050962,0.209323168,0.007832653,0.149064875
976976374.6,985026926.4,1124822666,0.240193844,0.010353804,0.257603168,0.008240273,0.151330468
913038154.4,916624836.5,1051490211,0.201929092,0.010522842,0.209911108,0.003928294,0.151638851
1076548465,1084191692,1240921481,0.200576067,0.010441065,0.258113146,0.007099752,0.152685199
956888061.2,964543019.9,1103330553,0.224004984,0.011605024,0.247279882,0.007999848,0.153040358
937246183.1,945010858.7,1080966004,0.204204798,0.011781931,0.233606815,0.008284564,0.153342658
958850349.9,967153324.7,1106372957,0.278506041,0.025427103,0.315408945,0.008659302,0.153853631
997209264.4,1004921033,1150996594,0.24139595,0.010160208,0.223076105,0.00773335,0.154217711
1030873563,1038938999,1190727909,0.277729034,0.01160121,0.354033709,0.007823884,0.155066879
980476964.8,987697183.1,1134092897,0.332815886,0.011352777,0.297198057,0.007363986,0.156674698
981593488.1,989808802.6,1137590690,0.261471987,0.020904779,0.295372009,0.008369365,0.158922409
943082891.5,950405945.8,1093866069,0.282563925,0.011018038,0.239449739,0.007765017,0.15988327
967952637,976419926.4,1122793691,0.286652088,0.010601044,0.285923004,0.008747628,0.159967593
996747037.3,1005360153,1156221528,0.207648993,0.010358095,0.214113235,0.008641226,0.159994948
925538388.8,933202388.3,1073851305,0.322364807,0.011375904,0.275425911,0.008280585,0.160245018
1036422829,1043873327,1202833993,0.289638758,0.012228012,0.306190729,0.007188666,0.160563005
992563884.6,1000867242,1152802644,0.263454914,0.012133837,0.325832844,0.008365565,0.16143924
907401301,915032847.6,1054972231,0.267380953,0.011059999,0.309830904,0.008410332,0.162630282
931072657.4,938657116.1,1082964729,0.246055126,0.010984898,0.252650023,0.008145937,0.163136647
946985145.9,955028230.8,1103928293,0.196633101,0.010362148,0.261860847,0.008493359,0.16572926
945047708.6,960281361,1103229945,0.286803246,0.040534019,0.223515749,0.016119453,0.16738016
912175023.8,920381258.7,1065631378,0.257986069,0.010679722,0.326858997,0.008996338,0.168231261
905878358.3,914147028.2,1058508408,0.270578861,0.010915041,0.303412914,0.009127793,0.16848846
1019393413,1027528326,1193215747,0.257258177,0.031202078,0.276804924,0.007980151,0.170515458
1025291845,1032829748,1203039831,0.235476971,0.010535002,0.299744129,0.007351958,0.173363308
959070250.7,967076084.4,1130774660,0.317693949,0.010800838,0.280714035,0.008347495,0.179032151
986582263,994616283.5,1165598910,0.246690035,0.010143042,0.214550972,0.008143285,0.181451313
18724069.92,18769841.05,22799992.63,0.017508984,0.000411272,0.015108824,0.002444507,0.217683587
15035630.57,15179575.31,18677768.18,0.126314878,0.000408888,0.015094995,0.009573575,0.242233779
19955186.87,20152809.16,25943797.2,0.013803959,0.000408888,0.01522994,0.009903305,0.300102944
15724845.32,15893403.3,21156626.1,0.015996933,0.000452042,0.014531136,0.010719214,0.345426659
22483060.49,22615535.15,30818608.68,0.109104156,0.000717163,0.038395882,0.005892199,0.370747932
18942808.77,19126718.56,26108758.36,0.036024809,0.000387192,0.014868021,0.009708686,0.37829393
23053327.06,23241827.3,31803103.51,0.037618876,0.000550985,0.019924879,0.008176705,0.379545062
23222251.94,23359064.29,32072116.21,0.014745712,0.000400066,0.015500069,0.005891433,0.381094146
21596542.22,21812157.72,30196135.48,0.015087128,0.000404119,0.014333963,0.009983797,0.398193061
24235415.47,24386542.21,33887428.99,0.022347927,0.000407934,0.032943249,0.006235781,0.398260699
19482665.77,19611684.38,27396049.91,0.039509058,0.000374079,0.024949074,0.006622226,0.406175635
20654119.46,20851048.13,30020105.37,0.012971163,0.000394106,0.016939878,0.009534595,0.453468177
20947644.77,21077251.24,30569709.36,0.014992714,0.0003829,0.016308308,0.006187162,0.459338732
20448695.73,20481212.26,29917247.7,0.046402693,0.000477791,0.016091108,0.001590152,0.463039408
24361075.39,24522571.47,35741455.95,0.013923168,0.00041008,0.016747713,0.006629267,0.467154277
18571123.14,18632338.09,27688935.21,0.01382184,0.000397205,0.072615862,0.003296244,0.490967186
20371979.13,20377297.52,30588516.15,0.014063835,0.000405073,0.014556885,0.000261064,0.501499484
16265837.92,16395567.89,25444999.26,0.034553051,0.000387907,0.01410675,0.007975609,0.564321456
16601676.5,16792447.19,25979371.39,0.018377066,0.00047493,0.019096136,0.01149105,0.564864332
21087539.55,21206463.17,33082032.93,0.014699936,0.002221107,0.050987005,0.005639521,0.5687953
17296677.21,17310751.65,27306643.09,0.016207218,0.000407934,0.035284996,0.000813708,0.578721899
17874061.47,17991154.24,29052583.36,0.013978004,0.000540733,0.013448,0.006550988,0.625404691
15316146.3,15423939.14,25281555.17,0.014418364,0.000397921,0.012888908,0.007037856,0.650647276
15502970.6,15672052.35,25610835.31,0.014191866,0.000379801,0.073223114,0.01090641,0.651995348
16197886.34,16218466.78,28067300.58,0.01523304,0.000385046,0.015892029,0.001270564,0.732775499
13748736.51,13891347.66,24092115.21,0.014681816,0.00041604,0.015187263,0.010372673,0.752314854
16601050.01,16683192.33,29158423.72,0.014908075,0.000381947,0.035516977,0.004948019,0.756420449
17470061.34,17609600.42,30870699.19,0.014308214,0.000418186,0.015123844,0.007987326,0.767063011
11204733.25,11337369.91,21812169.41,0.024837255,0.000380754,0.073480844,0.011837556,0.946692431
6272074.464,6396274.834,15825556.3,0.01637888,0.000386238,0.015501976,0.01980212,1.523177362
