1,1,133.95751954322532,9.169944047927856
1,2,136.40264354591125,8.78265905380249
1,3,136.07394638053822,14.857741832733154
1,4,124.42521175989688,9.734484910964966
1,5,133.46399778390955,12.043556213378906
1,6,145.28189571253824,12.017559051513672
1,7,134.02242492249408,7.962606191635132
1,8,144.46820586682324,12.604776859283447
1,9,146.7681148195902,9.628118991851807
1,10,131.08763178446486,15.627393960952759
1,11,131.55130049645942,11.872179985046387
1,12,145.32585815484282,14.266886949539185
1,13,130.2880819373336,14.511391162872314
1,14,142.29985791984674,11.020543098449707
1,15,142.61343100080921,12.938439846038818
1,16,135.97871833465373,13.352522850036621
1,17,147.76801933307763,10.341766119003296
1,18,138.90301417678668,10.45931100845337
1,19,136.16644558202142,12.944810152053833
1,20,139.308787895033,14.51862907409668
1,21,137.63377162636925,10.142616987228394
1,22,139.85908986154544,11.504817962646484
1,23,137.8451985871977,11.303465843200684
1,24,146.99590459340934,12.298002004623413
1,25,146.0939503868718,11.970983028411865
1,26,139.45119702524616,14.936000108718872
1,27,156.96349930056647,9.765254974365234
1,28,143.9599055644054,12.264111995697021
1,29,150.5760136830578,10.96854019165039
1,30,143.13649836038357,14.615514039993286
2,1,56.41297680699448,0.5201129913330078
2,2,62.99881007923404,0.6343221664428711
2,3,59.47813338740207,0.4566211700439453
2,4,62.83392010289495,0.6849768161773682
2,5,57.2883899128023,0.5780949592590332
2,6,67.42177902455691,0.5474679470062256
2,7,51.18845103742672,0.549767017364502
2,8,49.77204976873362,0.5899670124053955
2,9,51.65042723881581,0.8116631507873535
2,10,59.033885724737125,0.43897008895874023
2,11,52.565679307686324,0.5337071418762207
2,12,64.67654059996946,0.6682519912719727
2,13,58.361193794533236,0.5278799533843994
2,14,54.625655535635914,0.40868306159973145
2,15,60.377080730016665,0.48516297340393066
2,16,65.1066397448031,0.5514872074127197
2,17,58.93624517679272,0.5190467834472656
2,18,67.34025870719609,0.47173595428466797
2,19,52.89315327714085,0.4895617961883545
2,20,64.22312409403179,0.48721790313720703
2,21,74.54155404673628,0.7989668846130371
2,22,57.682450930784626,0.5017800331115723
2,23,63.32605382109146,0.5016279220581055
2,24,60.156821952046556,0.4496769905090332
2,25,68.51282379174674,0.5965349674224854
2,26,45.76251041021032,0.47306084632873535
2,27,54.003107358969885,0.40529799461364746
2,28,63.007205413503556,0.522010087966919
2,29,64.12295829627202,0.5852949619293213
2,30,50.05582152966242,0.499910831451416
3,1,290.06056409459427,377.4853768348694
3,2,298.70332959177216,868.4960792064667
3,3,289.6281659470137,660.9107611179352
